age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
38,11,2,2,1,0,2,1,2,11,0,1,200,2,1,no
38,7,2,3,1,0,2,1,2,11,0,1,-1,0,0,no
38,2,2,2,1,1000,2,2,2,11,0,1,-1,0,0,no
48,3,2,3,1,2000,2,2,2,11,0,1,-1,0,0,no
38,3,1,3,1,0,2,1,2,11,400,2,-1,0,0,no
48,5,1,3,1,0,1,1,2,11,200,2,-1,0,0,no
48,8,1,1,1,0,1,1,2,11,0,3,-1,0,0,no
38,2,1,2,1,-1000,1,1,2,11,600,1,200,2,2,no
28,2,2,2,1,0,2,1,2,11,0,1,-1,0,0,no
28,5,2,3,1,0,2,1,2,11,200,2,-1,0,0,no
48,5,2,3,1,0,2,2,2,11,0,2,150,0,1,no
38,5,2,3,1,0,2,1,2,11,0,3,-1,0,0,no
28,1,2,2,1,0,2,1,2,11,400,3,-1,0,0,no
48,5,2,3,1,4000,2,1,2,11,200,2,-1,0,0,no
48,10,2,2,1,0,2,1,2,11,0,1,200,1,1,no
38,10,3,2,1,-1000,1,1,2,11,0,1,150,1,1,no
28,5,2,3,1,0,2,1,2,11,400,2,-1,0,0,no
48,6,3,2,2,-1000,2,2,2,11,0,1,-1,0,0,no
38,2,2,2,1,2000,2,1,2,11,200,1,-1,0,0,no
28,1,3,2,1,0,1,1,2,11,0,3,-1,0,0,no
38,8,3,2,1,0,1,1,2,11,0,2,-1,0,0,no
38,8,2,2,1,0,1,1,1,11,0,1,-1,0,0,no
38,8,1,2,1,0,1,1,2,11,400,1,150,0,3,no
48,5,2,3,1,0,1,1,2,11,0,2,-1,0,0,no
48,4,2,1,1,1000,2,1,2,11,0,2,-1,0,0,no
38,5,2,3,1,1000,2,1,2,11,0,1,-1,0,0,no
48,5,1,3,1,1000,2,1,2,11,0,1,-1,0,0,no
48,1,2,2,1,4000,1,1,2,11,200,2,-1,0,0,no
38,2,2,1,1,4000,2,2,2,11,0,1,-1,0,0,no
28,10,2,3,1,0,2,2,2,11,0,1,-1,0,0,no
48,5,2,3,1,0,1,1,2,11,200,1,100,2,1,no
58,2,1,2,1,3000,2,1,2,11,0,1,200,2,1,no
38,1,2,2,1,2000,2,1,2,11,0,2,-1,0,0,no
38,5,2,3,1,1000,2,1,2,11,0,3,150,0,1,no
48,5,2,2,1,0,1,2,2,11,0,1,-1,0,0,no
38,2,3,2,1,1000,2,2,1,11,0,1,-1,0,0,no
38,11,2,1,1,0,2,1,2,11,0,1,200,1,1,no
48,6,2,2,1,5000,1,1,2,11,0,1,-1,0,0,no
38,2,2,1,1,2000,2,1,2,11,200,1,-1,0,0,no
38,1,3,2,1,1000,2,2,1,11,0,1,-1,0,0,no
28,5,3,3,1,0,2,1,2,11,0,2,200,1,1,no
48,1,2,2,1,0,1,2,2,11,0,3,150,2,1,no
58,7,2,3,1,0,2,1,2,11,0,2,-1,0,0,no
48,10,2,3,1,0,1,1,2,11,400,1,-1,0,0,no
48,7,2,2,1,0,1,2,2,11,0,1,150,0,1,no
48,1,2,2,1,0,2,1,2,11,200,1,-1,0,0,no
48,10,2,2,1,1000,1,2,2,11,0,2,150,0,1,no
28,5,1,3,1,3000,2,1,2,11,0,1,200,1,3,no
48,1,1,2,1,0,1,2,2,11,0,1,-1,0,0,no
38,5,2,2,1,0,1,1,2,11,0,2,-1,0,0,no
28,3,3,3,1,0,1,1,2,11,0,2,-1,0,0,no
28,1,2,3,1,0,2,1,2,11,0,2,150,1,1,no
38,5,2,3,1,0,2,1,2,11,0,1,150,0,1,no
58,5,1,3,1,3000,2,1,2,11,600,1,150,0,2,no
38,10,3,2,1,0,1,1,2,11,0,2,-1,0,0,no
28,1,2,2,1,0,2,2,2,11,0,2,200,2,1,no
28,1,2,2,1,0,1,1,2,11,0,2,-1,0,0,no
48,6,2,2,1,0,2,1,2,11,0,1,-1,0,0,no
28,7,3,3,1,2000,1,1,2,11,200,1,-1,0,0,no
28,7,2,3,1,0,2,1,2,11,0,1,-1,0,0,no
38,5,2,3,1,0,2,1,2,11,0,1,200,2,1,no
28,8,2,2,2,-1000,2,1,2,11,0,1,200,0,1,no
38,4,2,1,1,0,1,2,2,11,800,1,150,2,1,no
48,2,2,1,1,0,2,1,2,11,0,1,200,1,1,no
48,5,2,3,1,0,2,2,2,11,0,1,200,2,1,no
38,8,2,2,1,3000,2,1,2,11,0,1,150,2,2,no
48,5,3,1,1,0,1,2,1,11,0,1,150,0,2,no
28,5,3,3,1,2000,1,2,2,11,400,1,-1,0,0,no
28,2,2,2,1,1000,1,2,2,11,200,1,-1,0,0,no
48,6,2,2,1,0,2,2,2,11,0,2,-1,0,0,no
58,5,2,3,1,3000,1,1,2,11,200,2,-1,0,0,no
58,5,2,3,1,1000,1,1,2,11,0,1,-1,0,0,no
48,5,1,3,1,1000,1,2,2,11,0,2,-1,0,0,no
38,10,2,2,1,0,2,1,2,11,0,3,-1,0,0,no
28,5,2,3,1,0,2,1,2,11,0,3,-1,0,0,no
38,7,2,3,1,0,2,1,2,11,0,2,150,1,2,no
38,10,2,2,1,0,2,2,2,11,200,2,200,1,1,no
28,10,2,2,1,0,2,1,2,11,200,2,-1,0,0,no
48,5,2,3,1,4000,1,1,2,11,200,2,-1,0,0,no
38,10,2,1,1,0,1,1,2,11,200,2,150,0,1,no
28,5,3,3,1,1000,2,1,2,11,0,2,150,1,1,no
48,2,2,2,1,1000,2,1,2,11,400,3,200,2,1,no
58,1,2,2,1,2000,1,1,1,11,200,2,-1,0,0,no
38,5,2,3,1,0,2,1,1,11,0,2,-1,0,0,no
38,2,2,2,1,-1000,2,1,2,11,400,2,-1,0,0,no
28,10,3,2,1,0,2,1,2,11,0,3,-1,0,0,no
38,2,2,1,1,0,2,1,2,11,0,2,200,2,1,no
48,1,2,2,1,1000,1,1,1,11,200,3,-1,0,0,no
38,5,3,3,1,0,2,1,2,11,600,2,150,0,1,no
38,5,3,3,1,0,1,1,2,11,1000,2,-1,0,0,no
38,5,2,2,1,0,2,2,2,11,400,2,-1,0,0,no
48,4,2,1,1,1000,1,1,1,11,600,2,-1,0,0,no
38,2,2,2,1,0,2,1,2,11,0,2,200,2,1,no
48,10,2,2,1,1000,1,1,2,11,200,2,150,0,2,no
38,5,2,2,1,0,2,2,2,11,0,2,-1,0,0,no
48,5,1,3,1,-1000,2,1,2,11,0,5,200,0,1,no
48,5,2,3,1,3000,2,2,2,11,200,2,150,1,1,no
48,5,2,3,1,0,1,2,2,11,0,3,-1,0,0,no
48,3,2,2,1,0,2,1,2,11,0,2,200,1,1,no
38,5,2,3,1,0,2,2,2,11,0,2,-1,0,0,no
48,10,2,2,1,2000,1,1,2,11,0,2,-1,0,0,no
38,10,3,2,1,1000,2,1,2,11,0,2,200,2,1,no
48,10,1,2,1,-1000,1,2,2,11,0,2,150,2,1,no
48,2,2,2,1,2000,2,1,2,11,400,2,-1,0,0,no
38,5,2,3,1,0,2,1,2,11,200,2,-1,0,0,no
48,2,1,2,1,0,1,1,2,11,200,2,-1,0,0,no
38,11,2,1,1,2000,1,1,2,11,0,2,200,1,1,no
38,4,2,2,1,1000,2,2,2,11,0,2,150,0,1,no
38,8,2,2,1,0,2,1,2,11,200,4,-1,0,0,no
48,1,2,2,1,1000,2,2,1,11,0,2,-1,0,0,no
48,5,2,2,1,-2000,1,2,2,11,0,2,-1,0,0,no
28,11,3,2,1,0,1,1,2,11,0,2,-1,0,0,no
38,1,2,2,1,0,1,1,1,11,400,2,200,0,2,no
28,7,3,3,1,0,1,2,2,11,200,3,-1,0,0,no
38,5,2,3,1,1000,1,1,2,11,0,2,-1,0,0,no
48,5,3,3,1,2000,1,1,2,11,0,2,-1,0,0,no
28,5,2,3,1,0,1,1,2,11,0,2,-1,0,0,no
38,7,2,2,1,2000,1,1,2,11,0,2,-1,0,0,no
48,5,2,2,1,1000,1,1,1,11,200,2,150,0,1,no
48,1,2,2,1,0,1,1,1,11,0,2,-1,0,0,no
48,10,2,2,1,0,1,1,2,11,0,2,-1,0,0,no
38,5,2,3,1,1000,2,1,2,11,200,3,-1,0,0,no
48,1,2,2,1,2000,1,1,2,11,200,2,-1,0,0,no
38,5,3,2,1,3000,2,1,2,11,0,3,-1,0,0,no
28,10,3,2,1,0,2,1,1,11,0,4,150,0,1,no
28,1,2,2,1,0,2,2,2,11,0,3,-1,0,0,no
48,5,1,3,1,0,1,1,2,11,600,3,-1,0,0,no
38,2,1,1,1,-1000,1,2,2,11,200,2,-1,0,0,no
48,5,3,2,1,0,2,1,1,11,0,3,150,0,1,no
28,1,2,3,1,1000,1,1,2,11,200,2,-1,0,0,no
28,2,2,2,1,1000,2,2,2,11,200,2,-1,0,0,no
38,10,2,2,1,0,1,2,2,11,200,2,100,2,1,no
48,1,1,3,1,0,2,1,2,11,0,2,-1,0,0,no
38,3,2,3,1,1000,1,1,2,11,200,3,-1,0,0,no
38,1,2,2,1,1000,2,2,2,11,200,2,-1,0,0,no
38,5,2,3,1,0,2,1,2,11,0,2,-1,0,0,no
48,10,1,2,1,0,1,1,1,11,200,3,-1,0,0,no
38,5,2,2,1,3000,2,1,2,11,400,2,-1,0,0,no
38,8,1,2,1,1000,2,1,2,11,0,4,150,0,1,no
28,7,3,3,1,0,2,1,2,11,0,2,-1,0,0,no
28,1,1,2,1,0,2,2,2,11,0,2,-1,0,0,no
38,8,2,2,1,1000,2,1,1,11,0,2,200,2,1,no
38,5,2,3,1,0,2,1,2,11,0,2,200,1,1,no
38,11,3,3,1,0,2,1,2,11,0,3,-1,0,0,no
48,1,1,2,1,3000,2,1,1,11,0,3,-1,0,0,no
48,10,2,2,1,1000,1,1,1,11,0,2,-1,0,0,no
38,2,2,2,1,0,2,1,2,11,200,2,-1,0,0,no
38,1,2,2,1,0,2,1,2,11,400,2,-1,0,0,no
38,2,2,2,1,0,2,1,2,11,0,3,-1,0,0,no
28,2,2,2,1,0,2,1,2,11,200,2,150,1,1,no
38,5,2,3,1,0,1,1,2,11,0,2,-1,0,0,no
38,11,2,2,1,0,2,1,2,11,200,2,200,1,1,no
48,5,1,3,1,0,2,1,2,11,0,3,-1,0,0,no
48,1,2,2,1,2000,2,2,2,11,0,2,-1,0,0,no
58,5,2,3,1,1000,1,1,1,11,0,3,-1,0,0,no
38,5,3,2,1,1000,2,1,1,11,600,4,-1,0,0,no
48,10,2,2,1,2000,2,1,2,11,400,2,200,1,1,no
48,10,1,2,1,0,1,1,2,11,0,2,-1,0,0,no
48,10,2,3,1,1000,2,2,1,11,0,2,-1,0,0,no
38,11,2,2,1,1000,2,2,2,11,0,2,-1,0,0,no
28,10,1,3,1,0,2,1,2,11,200,2,-1,0,0,no
38,5,2,3,1,2000,2,1,2,11,200,1,200,0,1,no
38,10,2,2,1,1000,2,1,2,11,200,1,200,1,1,no
48,8,2,2,1,1000,1,2,2,11,0,1,150,0,1,no
38,8,2,2,1,0,2,2,2,11,0,2,-1,0,0,no
48,5,3,3,1,1000,2,2,2,11,0,3,200,0,1,no
28,5,2,2,1,0,1,2,2,11,200,2,200,2,1,no
58,2,1,2,1,0,1,2,2,11,200,4,150,0,1,no
38,8,2,1,1,0,2,1,2,11,800,2,-1,0,0,no
48,4,3,2,1,1000,1,1,1,11,600,1,-1,0,0,no
38,5,3,2,1,0,2,1,2,11,0,4,-1,0,0,no
38,5,2,3,1,1000,2,1,2,11,400,2,-1,0,0,no
48,8,1,2,1,0,2,1,2,11,0,1,-1,0,0,no
38,5,3,2,1,0,2,1,2,11,400,3,-1,0,0,no
28,2,2,2,1,0,2,1,2,11,200,1,-1,0,0,no
48,6,2,2,1,1000,2,1,2,11,200,4,-1,0,0,no
28,5,2,3,1,0,1,1,1,11,200,3,-1,0,0,no
48,10,2,2,1,0,2,1,2,11,0,4,200,2,1,no
38,7,2,3,1,0,2,2,2,11,200,1,-1,0,0,no
38,10,2,2,1,0,1,1,2,11,0,3,-1,0,0,no
38,1,2,1,1,0,1,2,2,11,400,1,-1,0,0,no
38,1,2,2,1,4000,2,1,2,11,0,3,150,0,2,no
48,7,1,1,1,0,1,2,1,11,200,1,-1,0,0,no
38,2,2,1,1,0,2,1,2,11,0,2,-1,0,0,no
38,10,1,2,1,0,2,1,2,11,0,1,200,1,1,no
38,2,3,2,1,0,1,1,2,11,200,2,-1,0,0,no
28,8,1,2,1,0,2,1,2,11,200,1,200,0,2,no
58,8,2,2,1,2000,2,1,1,11,200,1,-1,0,0,no
48,10,1,2,1,0,1,2,2,11,200,1,-1,0,0,no
38,2,2,2,1,0,1,1,2,11,400,1,150,1,1,no
48,7,2,3,1,0,1,1,2,11,200,3,-1,0,0,no
28,7,3,2,1,0,2,1,2,11,1000,1,-1,0,0,no
38,4,1,2,1,0,1,1,2,11,400,1,-1,0,0,no
38,5,2,3,1,1000,2,1,2,11,0,4,-1,0,0,no
28,7,2,2,1,3000,1,1,2,11,0,1,-1,0,0,no
38,10,2,3,1,1000,2,2,2,11,0,1,100,0,1,no
38,7,2,3,1,3000,2,2,2,11,0,1,200,1,1,no
48,10,2,2,1,0,1,1,2,11,200,1,-1,0,0,no
48,5,2,2,1,0,1,1,1,11,0,1,-1,0,0,no
28,2,2,1,1,0,2,1,2,11,0,1,-1,0,0,no
28,8,3,2,1,0,2,1,2,11,0,1,-1,0,0,no
48,10,2,2,1,0,2,1,2,11,0,2,-1,0,0,no
28,10,1,2,1,0,2,1,2,11,200,1,-1,0,0,no
48,10,1,2,1,2000,1,1,2,11,0,1,-1,0,0,no
38,2,2,3,2,-1000,1,1,2,11,200,2,-1,0,0,no
38,3,3,3,1,1000,2,1,2,11,0,1,-1,0,0,no
48,7,2,3,1,0,2,1,2,11,0,1,-1,0,0,no
58,7,2,2,1,0,1,1,2,11,0,2,-1,0,0,no
38,10,2,2,1,2000,2,1,2,11,200,1,-1,0,0,no
28,4,2,1,1,4000,2,1,2,11,0,4,150,0,1,no
38,5,2,3,1,0,2,1,2,11,0,1,150,2,1,no
48,2,2,2,1,2000,2,1,2,11,200,2,-1,0,0,no
38,3,2,3,1,0,2,1,2,11,400,1,-1,0,0,no
28,2,2,2,1,0,2,1,2,11,0,1,150,2,1,no
28,7,3,2,1,0,1,1,2,11,0,2,-1,0,0,no
28,10,2,2,1,0,2,1,2,11,0,1,200,2,1,no
38,10,2,2,1,3000,2,1,2,11,0,1,200,1,2,no
38,3,2,3,1,2000,2,1,1,11,200,1,150,0,1,no
58,2,2,1,1,0,1,1,1,11,0,1,-1,0,0,no
48,8,2,3,1,0,1,2,2,11,0,2,-1,0,0,no
48,10,2,2,1,0,1,2,2,11,0,1,200,1,1,no
28,5,3,3,1,0,1,1,2,11,0,1,-1,0,0,no
28,8,2,2,1,0,2,1,2,11,0,1,-1,0,0,no
28,7,3,2,1,0,2,1,2,11,200,1,-1,0,0,no
48,10,1,3,1,2000,1,1,2,11,0,1,-1,0,0,no
28,2,2,2,1,2000,2,1,2,11,200,1,-1,0,0,no
48,5,2,3,1,2000,1,1,2,11,0,5,-1,0,0,no
48,4,1,2,1,-1000,2,1,2,11,0,1,-1,0,0,no
48,5,2,3,1,1000,2,2,1,11,0,1,-1,0,0,no
38,10,2,2,1,0,2,1,2,11,0,1,150,1,1,no
38,1,2,2,1,4000,2,1,2,11,0,1,200,2,1,no
28,5,2,3,1,0,2,1,2,11,400,1,-1,0,0,no
48,7,1,2,1,0,1,1,2,11,200,1,-1,0,0,no
38,2,2,2,1,0,2,1,2,11,200,1,-1,0,0,no
28,5,1,3,2,0,1,2,2,11,0,1,-1,0,0,no
38,2,2,1,1,1000,2,1,2,11,200,1,200,2,3,no
38,10,3,2,1,0,2,2,2,11,0,1,200,0,1,no
48,3,2,2,1,2000,1,2,2,11,0,1,-1,0,0,no
38,3,1,3,1,0,2,1,2,11,200,1,-1,0,0,no
28,5,2,3,1,0,2,1,2,11,200,1,-1,0,0,no
28,5,3,3,1,0,1,2,2,11,0,1,-1,0,0,no
48,5,2,2,1,4000,2,1,2,11,200,1,150,0,1,no
38,10,2,2,1,2000,1,2,2,11,0,1,-1,0,0,no
38,11,3,2,1,4000,1,1,2,11,0,1,-1,0,0,no
58,5,2,3,1,0,2,1,1,11,0,3,200,0,2,no
48,10,2,2,1,0,2,1,2,11,200,1,50,0,3,no
28,2,2,2,1,0,2,1,1,11,0,1,200,1,2,no
38,1,3,2,1,0,2,1,2,11,200,1,-1,0,0,no
48,5,2,2,1,2000,2,1,1,11,0,1,-1,0,0,no
48,3,2,2,1,0,2,2,2,11,0,1,-1,0,0,no
28,10,3,3,1,0,2,2,2,11,0,1,-1,0,0,no
48,1,1,2,1,0,1,1,1,11,200,1,-1,0,0,no
38,10,2,2,1,0,1,2,2,11,0,1,-1,0,0,no
48,7,2,3,1,0,2,2,2,11,200,1,-1,0,0,no
38,10,2,2,1,3000,2,1,2,11,0,1,-1,0,0,no
48,5,2,3,1,4000,2,1,1,11,0,1,-1,0,0,no
28,1,2,3,1,2000,2,1,2,11,200,2,-1,0,0,no
48,10,2,2,1,0,2,1,2,11,0,4,-1,0,0,no
28,3,2,3,1,0,2,1,2,11,0,1,-1,0,0,no
38,3,1,2,1,0,1,1,2,11,0,2,-1,0,0,no
38,1,3,3,1,0,2,1,2,11,200,1,200,0,2,no
28,10,2,2,1,0,2,1,2,11,200,1,100,2,2,no
48,3,2,3,2,0,2,1,2,11,0,1,-1,0,0,no
38,3,3,3,2,0,2,1,2,11,0,1,-1,0,0,no
38,7,2,1,1,2000,2,1,2,11,200,1,-1,0,0,no
28,3,2,3,1,0,2,2,2,11,0,1,-1,0,0,no
38,5,1,3,1,0,2,1,2,11,0,1,200,1,2,no
38,3,2,3,1,0,1,2,2,11,200,2,-1,0,0,no
48,10,1,2,1,4000,2,1,2,11,0,1,-1,0,0,no
28,2,2,2,1,0,2,1,2,11,200,1,200,2,1,no
38,1,3,2,1,-1000,2,2,2,11,0,2,50,2,3,no
38,1,2,2,1,0,1,1,2,11,1200,2,-1,0,0,no
38,10,2,2,1,0,2,1,2,11,200,1,-1,0,0,no
48,2,2,2,1,1000,1,1,2,11,200,1,-1,0,0,no
28,10,2,2,1,0,2,1,2,11,0,1,200,0,1,no
28,5,3,2,1,0,2,1,2,11,0,1,200,2,1,no
38,10,2,3,1,2000,2,2,2,11,0,1,-1,0,0,no
38,5,1,2,1,0,2,1,2,11,0,2,-1,0,0,no
48,5,2,2,1,0,2,1,2,11,0,1,-1,0,0,no
28,3,2,2,1,0,2,1,2,11,0,1,-1,0,0,no
28,10,3,2,1,1000,2,1,2,11,200,1,200,1,1,no
38,5,2,3,1,4000,2,2,2,11,0,1,200,2,1,no
58,6,2,2,1,0,1,2,2,11,0,1,-1,0,0,no
38,1,1,2,1,0,1,1,2,11,400,1,-1,0,0,no
48,5,1,3,1,-1000,2,2,2,11,600,1,-1,0,0,no
38,2,1,1,1,2000,1,1,2,11,0,1,-1,0,0,no
38,10,2,2,1,0,2,2,2,11,0,2,200,0,1,no
28,1,1,2,1,0,2,1,2,11,0,1,150,1,1,no
48,8,1,2,1,0,2,2,2,11,200,1,-1,0,0,no
48,1,2,2,1,1000,2,1,2,11,400,1,-1,0,0,no
28,2,3,2,1,0,2,1,2,11,200,1,200,1,1,no
38,5,3,3,1,1000,2,1,2,11,0,1,150,0,1,no
28,4,3,3,1,0,1,1,2,11,0,1,200,2,1,no
58,3,2,2,1,2000,1,2,2,11,0,2,200,0,1,no
28,5,2,3,1,0,2,2,2,11,200,1,-1,0,0,no
38,8,1,2,1,1000,1,2,2,11,0,1,150,1,1,no
38,10,2,2,1,1000,1,1,2,11,200,1,-1,0,0,no
58,2,2,1,1,0,2,2,2,11,200,2,200,1,1,no
28,5,3,3,1,0,1,2,2,11,200,1,100,0,1,no
28,2,2,2,1,0,2,1,2,11,600,2,-1,0,0,no
58,3,2,1,1,0,1,1,2,11,0,1,-1,0,0,no
48,5,2,3,1,0,1,2,2,11,0,1,-1,0,0,no
48,2,2,1,1,1000,2,1,2,11,600,1,200,0,1,no
38,2,3,2,1,0,1,2,2,11,0,1,150,2,1,no
38,5,2,3,1,2000,2,1,2,11,0,2,-1,0,0,no
28,5,3,3,1,0,1,1,2,11,600,5,-1,0,0,no
38,3,2,2,1,0,1,1,2,11,0,1,-1,0,0,no
38,3,2,2,1,1000,1,1,2,11,200,2,-1,0,0,no
38,5,3,3,1,0,2,1,2,11,200,1,200,1,1,no
28,2,2,1,1,0,1,1,2,11,800,2,-1,0,0,no
28,5,2,2,1,4000,1,1,2,11,0,1,-1,0,0,no
48,5,2,3,2,-1000,1,1,2,11,0,3,-1,0,0,no
48,5,2,1,1,0,1,1,2,11,0,2,-1,0,0,no
48,11,2,2,1,1000,1,1,2,11,200,1,-1,0,0,no
28,10,3,2,1,1000,1,1,2,11,800,1,-1,0,0,no
28,8,1,2,1,2000,2,1,2,11,200,1,-1,0,0,no
38,11,3,2,1,0,1,1,2,11,0,1,-1,0,0,no
28,11,3,2,1,3000,2,1,2,11,0,2,-1,0,0,no
28,1,2,2,1,4000,1,1,2,11,0,1,-1,0,0,no
38,2,2,2,1,1000,2,1,2,11,0,1,200,0,1,no
28,10,3,3,1,0,2,1,2,11,0,1,200,1,1,no
28,5,2,3,1,0,2,1,2,11,600,1,-1,0,0,no
48,7,2,3,1,0,1,1,2,11,0,2,150,0,1,no
28,5,2,3,1,3000,2,1,2,11,0,1,150,0,1,no
38,8,2,2,1,0,2,1,2,11,200,1,200,1,3,no
28,1,1,2,1,0,2,1,2,11,400,1,200,2,2,no
38,7,3,3,1,0,1,1,2,11,200,1,-1,0,0,no
38,5,2,3,1,1000,2,2,2,11,0,1,-1,0,0,no
28,10,3,2,1,0,1,1,2,11,0,1,-1,0,0,no
58,6,2,2,1,0,1,1,2,11,200,1,-1,0,0,no
28,10,3,2,1,4000,2,1,2,11,200,1,200,2,1,no
38,5,2,3,1,1000,2,1,2,11,400,4,-1,0,0,no
28,10,2,2,1,1000,2,1,2,11,0,1,200,0,1,no
48,6,1,3,1,0,2,1,2,11,200,1,-1,0,0,no
38,1,2,2,1,1000,2,1,2,11,0,1,-1,0,0,no
58,5,2,3,1,0,2,1,2,11,200,1,200,1,1,no
38,2,2,1,1,2000,2,1,2,11,200,1,150,2,1,no
38,2,2,2,1,1000,2,1,2,11,200,1,200,2,1,no
38,10,2,2,1,0,2,1,2,11,0,5,150,0,1,no
48,8,2,2,1,2000,2,1,2,11,0,1,200,1,1,no
48,10,3,1,1,0,1,1,2,11,200,1,-1,0,0,no
28,1,3,2,1,0,2,1,2,11,0,1,-1,0,0,no
28,10,3,2,2,-1000,1,2,2,11,0,1,100,0,1,no
48,2,2,1,1,0,2,1,2,11,0,1,-1,0,0,no
28,2,2,2,1,1000,2,1,2,11,0,1,-1,0,0,no
28,2,2,1,1,2000,2,1,2,11,200,1,-1,0,0,no
28,5,2,3,1,0,2,2,2,11,0,1,-1,0,0,no
28,7,1,3,2,0,2,2,2,11,0,1,-1,0,0,no
38,5,3,3,1,0,2,1,2,11,0,2,-1,0,0,no
48,11,1,2,1,0,1,2,2,11,200,1,-1,0,0,no
38,5,2,3,1,0,1,1,2,11,600,2,-1,0,0,no
38,10,3,2,2,0,2,1,2,11,0,1,150,2,1,no
28,1,3,2,1,0,1,2,2,11,0,1,200,0,1,no
48,5,2,1,1,-1000,1,2,2,11,0,1,-1,0,0,no
28,5,2,3,1,1000,1,1,2,11,400,1,150,0,2,no
28,1,3,2,1,1000,2,1,2,11,200,1,150,1,2,no
48,3,2,1,1,0,1,1,2,11,200,1,-1,0,0,no
48,10,1,2,1,0,2,1,2,11,0,1,-1,0,0,no
38,5,2,1,1,1000,2,1,2,11,0,1,150,0,1,no
38,10,1,2,1,0,2,1,2,11,200,1,150,0,2,no
48,3,1,3,1,1000,2,2,2,11,0,1,-1,0,0,no
58,5,2,1,1,1000,1,1,2,11,200,1,-1,0,0,no
38,11,1,2,1,0,2,2,2,11,0,1,-1,0,0,no
28,1,2,2,2,0,2,2,2,11,0,1,-1,0,0,no
28,5,2,3,1,0,2,1,2,11,0,1,200,2,1,no
28,2,2,2,1,0,2,1,2,11,0,1,150,0,1,no
58,6,1,2,1,0,1,1,2,11,400,1,-1,0,0,no
38,10,2,3,1,4000,2,1,2,11,200,2,-1,0,0,no
38,1,2,2,1,0,2,2,2,11,0,1,200,1,1,no
38,2,2,2,1,3000,2,1,2,11,0,1,200,0,1,no
28,10,2,2,1,0,2,1,2,11,200,1,200,0,1,no
48,7,1,3,1,0,2,1,2,11,200,1,-1,0,0,no
38,5,2,3,1,3000,1,1,2,11,0,1,-1,0,0,no
38,5,3,3,2,0,2,2,2,11,0,1,-1,0,0,no
48,3,2,3,1,0,2,2,1,11,0,1,-1,0,0,no
28,3,1,2,1,-1000,2,1,2,11,0,1,-1,0,0,no
38,1,2,2,1,3000,2,1,2,11,400,1,200,2,1,no
38,7,2,3,1,0,2,1,2,11,0,1,200,0,1,no
28,1,2,3,1,3000,1,1,2,11,0,1,-1,0,0,no
58,7,2,3,1,2000,1,1,1,11,0,2,-1,0,0,no
48,10,2,3,1,0,1,2,2,11,0,1,-1,0,0,no
48,8,2,1,1,2000,1,1,2,11,0,1,-1,0,0,no
48,6,1,1,1,1000,2,1,2,11,200,1,-1,0,0,no
48,6,3,3,1,0,1,1,2,11,200,1,-1,0,0,no
38,5,2,2,1,2000,2,1,2,11,0,1,-1,0,0,no
38,2,1,2,1,0,1,1,2,11,0,1,-1,0,0,no
28,8,3,2,1,2000,2,1,2,11,200,1,200,1,1,no
48,3,1,3,1,0,1,1,2,11,200,1,-1,0,0,no
48,10,2,3,1,0,1,1,2,11,0,1,-1,0,0,no
28,11,3,3,1,1000,2,1,2,11,200,1,200,2,1,no
48,10,2,2,1,-1000,2,2,2,11,0,1,200,2,1,no
38,5,1,3,1,5000,2,1,2,11,200,1,150,2,1,no
28,1,1,2,1,0,2,1,2,11,400,1,-1,0,0,no
48,7,1,2,1,0,1,1,2,11,0,1,-1,0,0,no
48,1,1,2,1,0,1,1,2,11,0,1,200,2,1,no
48,10,2,2,1,0,2,2,2,11,200,1,-1,0,0,no
28,2,2,1,1,0,2,2,1,11,0,1,-1,0,0,no
28,3,3,3,2,1000,1,2,2,11,200,1,-1,0,0,no
48,10,2,2,1,2000,2,1,2,11,0,2,-1,0,0,no
28,10,3,2,1,0,2,1,2,11,400,1,-1,0,0,no
28,1,1,2,1,0,2,2,2,11,0,2,200,1,1,no
48,5,2,3,1,5000,1,1,2,11,400,1,-1,0,0,no
48,3,2,2,1,0,1,1,2,11,0,1,200,1,1,no
38,2,2,1,1,0,2,1,2,11,200,1,200,2,1,no
48,8,2,1,1,1000,1,1,2,11,0,1,-1,0,0,no
38,10,1,2,2,-2000,2,2,2,11,0,1,-1,0,0,no
38,3,2,3,1,0,1,1,1,11,0,2,-1,0,0,no
48,5,2,3,1,0,1,1,2,11,400,1,-1,0,0,no
28,8,3,3,1,0,2,1,2,11,0,1,-1,0,0,no
28,2,2,2,1,0,2,1,2,11,0,1,200,1,1,no
38,10,2,2,1,3000,2,1,2,11,0,1,200,1,1,no
38,4,2,1,1,0,2,2,2,11,0,1,200,2,2,no
38,8,2,2,1,0,1,1,2,11,200,2,-1,0,0,no
38,2,1,1,1,3000,2,1,2,11,0,1,-1,0,0,no
28,8,3,2,1,0,1,1,2,11,0,4,-1,0,0,no
28,1,1,2,1,1000,2,2,2,11,0,1,-1,0,0,no
38,2,3,1,1,0,1,1,2,11,200,1,-1,0,0,no
28,2,3,2,1,0,2,1,2,11,0,1,200,2,1,no
28,8,1,2,1,1000,2,1,1,11,0,1,-1,0,0,no
28,8,3,2,1,0,2,1,2,11,200,2,150,1,1,no
28,10,3,3,1,0,2,1,2,11,400,2,200,0,2,no
